,f1,f2,f3,f4,f5,f6,f7,f8,clear,y,tipo
348,365.0,505.0,588.0,782.0,850.0,1056.0,984.0,1381.0,7135.0,1,2
349,364.0,502.0,588.0,777.0,842.0,1035.0,985.0,1393.0,7281.0,1,2
350,356.0,508.0,584.0,757.0,855.0,1036.0,1030.0,1343.0,7455.0,1,2
351,365.0,501.0,590.0,761.0,864.0,987.0,1013.0,1266.0,7316.0,1,2
352,384.0,524.0,628.0,784.0,944.0,1083.0,1081.0,1421.0,8409.0,1,2
353,406.0,557.0,688.0,807.0,946.0,1031.0,1089.0,1393.0,7953.0,1,2
354,344.0,476.0,558.0,752.0,838.0,933.0,997.0,1217.0,7161.0,1,2
355,333.0,438.0,533.0,717.0,798.0,892.0,1021.0,1178.0,6285.0,1,2
356,313.0,449.0,534.0,689.0,812.0,932.0,913.0,1250.0,6504.0,1,2
357,330.0,441.0,557.0,665.0,920.0,924.0,1177.0,1278.0,7791.0,1,2
358,313.0,434.0,519.0,655.0,802.0,889.0,945.0,1200.0,7865.0,1,2
359,342.0,472.0,581.0,699.0,854.0,994.0,1044.0,1365.0,7430.0,1,2
360,393.0,531.0,663.0,798.0,964.0,1089.0,1148.0,1485.0,7933.0,1,2
